BuoyID,Year,Hour,Min,DOY,POS_DOY,Lat,Lon,BP,Ts,Ta,iIceC,iBP,iTs,iTa_2m,iWindE_0Layer,iWindN_0Layer
300534063683310,2024,8,0,241.3335,241.3335,85.00606,130.38152,993,-999.00,-0.06,0.73,992.68,-0.47,0.44,11.30,7.51
300534063683310,2024,10,0,241.4168,241.4168,85.01421,130.64418,993,-999.00,-0.12,0.73,992.50,-0.48,0.53,10.99,6.95
300534063683310,2024,12,0,241.5002,241.5002,85.01191,130.93626,993,-999.00,-0.06,0.73,992.49,-0.49,0.27,10.31,7.18
300534063683310,2024,14,0,241.5835,241.5835,85.00118,131.13763,993,-999.00,0.12,0.73,992.68,-0.48,0.30,9.85,7.46
300534063683310,2024,16,0,241.6668,241.6668,84.99231,131.22992,993,-999.00,-0.06,0.74,992.64,-0.47,0.37,9.70,7.34
300534063683310,2024,18,0,241.7502,241.7502,84.99355,131.27008,993,-999.00,-0.06,0.74,992.35,-0.46,0.45,9.96,6.68
300534063683310,2024,20,0,241.8335,241.8335,85.00262,131.38301,992,-999.00,-0.12,0.75,991.97,-0.45,0.40,9.56,6.83
300534063683310,2024,22,0,241.9168,241.9168,85.00929,131.60826,993,-999.00,0.06,0.75,991.91,-0.44,0.50,8.90,7.11
300534063683310,2024,0,0,242.0002,242.0002,85.00706,131.85948,993,-999.00,0.31,0.76,992.00,-0.43,0.39,8.24,7.76
300534063683310,2024,2,0,242.0835,242.0835,84.99975,132.02199,993,-999.00,0.56,0.76,992.08,-0.42,0.39,7.77,8.27
300534063683310,2024,4,0,242.1668,242.1668,84.99629,132.06808,992,-999.00,0.31,0.77,991.68,-0.42,0.37,7.81,8.89
300534063683310,2024,6,0,242.2502,242.2502,85.00325,132.06735,992,-999.00,0.25,0.77,991.11,-0.41,0.29,7.96,9.07
300534063683310,2024,8,0,242.3335,242.3335,85.01922,132.14801,991,-999.00,0.19,0.78,990.59,-0.40,0.25,8.28,8.46
300534063683310,2024,10,0,242.4168,242.4168,85.03288,132.36931,990,-999.00,0.19,0.78,990.21,-0.39,0.29,8.42,7.25
300534063683310,2024,12,0,242.5002,242.5002,85.03405,132.64914,990,-999.00,0.06,0.79,989.42,-0.38,0.26,8.22,6.48
