BuoyID,Year,Hour,Min,DOY,POS_DOY,Lat,Lon,BP,Ts,Ta,iIceC,iBP,iTs,iTa_2m,iWindE_0Layer,iWindN_0Layer
300534060951200,2024,0,0,1.0,1.0,79.102,249.071,1019,-8.2,-13.9,0.94,1019.75,-23.82,-23.92,-1.32,-0.73
300534060951200,2024,1,0,1.0417,1.0,79.102,249.071,1019,-8.2,-13.9,0.94,1019.71,-23.96,-24.06,-1.52,-0.95
300534060951200,2024,2,0,1.0833,1.0,79.102,249.071,1019,-8.3,-14.0,0.94,1019.72,-24.08,-24.18,-1.75,-1.12
300534060951200,2024,3,0,1.125,1.125,79.1006,249.065,1019,-8.3,-14.0,0.94,1019.66,-24.14,-24.27,-1.89,-1.3
300534060951200,2024,4,0,1.1667,1.125,79.1006,249.065,1020,-8.3,-14.0,0.94,1019.65,-24.16,-24.36,-1.91,-1.48
300534060951200,2024,5,0,1.2083,1.125,79.1006,249.065,1020,-8.3,-14.0,0.94,1019.67,-24.23,-24.51,-1.84,-1.63
300534060951200,2024,6,0,1.25,1.25,79.0994,249.0598,1020,-8.3,-14.1,0.94,1019.76,-24.29,-24.68,-1.7,-1.86
300534060951200,2024,7,0,1.2917,1.25,79.0994,249.0598,1020,-8.3,-14.1,0.94,1019.9,-24.36,-24.88,-1.56,-2.18
300534060951200,2024,8,0,1.3333,1.25,79.0994,249.0598,1020,-8.3,-14.1,0.94,1020.12,-24.44,-25.11,-1.41,-2.56
300534060951200,2024,9,0,1.375,1.375,79.0972,249.0558,1020,-8.3,-14.1,0.94,1020.38,-24.48,-25.37,-1.34,-2.87
300534060951200,2024,10,0,1.4167,1.375,79.0972,249.0558,1020,-8.3,-14.1,0.94,1020.61,-24.51,-25.59,-1.38,-3.11
300534060951200,2024,11,0,1.4583,1.375,79.0972,249.0558,1020,-8.4,-14.2,0.94,1020.82,-24.58,-25.85,-1.49,-3.33
300534060951200,2024,12,0,1.5,1.5,79.0948,249.04919999999998,1020,-8.4,-14.2,0.94,1021.04,-24.67,-26.02,-1.64,-3.51
300534060951200,2024,13,0,1.5417,1.5,79.0948,249.04919999999998,1021,-8.4,-14.2,0.94,1021.21,-24.76,-26.16,-1.78,-3.6
300534060951200,2024,14,0,1.5833,1.5,79.0948,249.04919999999998,1021,-8.4,-14.3,0.93,1021.4,-24.97,-26.35,-1.8,-3.62
300534060951200,2024,15,0,1.625,1.625,79.0924,249.04219999999998,1021,-8.4,-14.3,0.93,1021.57,-25.18,-26.44,-1.67,-3.61
300534060951200,2024,16,0,1.6667,1.625,79.0924,249.04219999999998,1021,-8.4,-14.4,0.93,1021.74,-25.48,-26.76,-1.49,-3.65
300534060951200,2024,17,0,1.7083,1.625,79.0924,249.04219999999998,1021,-8.4,-14.4,0.93,1021.93,-25.58,-26.95,-1.24,-3.8
300534060951200,2024,18,0,1.75,1.75,79.0888,249.0332,1022,-8.4,-14.5,0.93,1022.14,-25.57,-26.9,-0.99,-4.06
300534060951200,2024,19,0,1.7917,1.75,79.0888,249.0332,1022,-8.5,-14.5,0.93,1022.41,-25.44,-26.69,-1.1,-4.5
300534060951200,2024,20,0,1.8333,1.75,79.0888,249.0332,1022,-8.5,-14.6,0.93,1022.73,-25.27,-26.24,-1.27,-5.01
300534060951200,2024,21,0,1.875,1.875,79.0856,249.0198,1023,-8.5,-14.6,0.93,1023.05,-24.89,-25.34,-1.24,-5.49
300534060951200,2024,22,0,1.9167,1.875,79.0856,249.0198,1023,-8.5,-14.7,0.93,1023.39,-24.46,-24.3,-0.91,-6.03
300534060951200,2024,23,0,1.9583,1.875,79.0856,249.0198,1024,-8.5,-14.7,0.93,1023.75,-23.83,-23.3,-0.8,-6.93
300534060951200,2024,0,0,2.0,2.0,79.0792,248.99540000000002,1024,-8.5,-14.7,0.93,1024.1,-23.19,-22.54,-1.03,-7.82
300534060951200,2024,1,0,2.0417,2.0,79.0792,248.99540000000002,1024,-8.5,-14.7,0.93,1024.48,-22.43,-22.0,-1.32,-8.55
300534060951200,2024,2,0,2.0833,2.0,79.0792,248.99540000000002,1025,-8.5,-14.8,0.93,1024.88,-21.79,-21.78,-1.42,-9.01
