BuoyID,Year,Hour,Min,DOY,POS_DOY,Lat,Lon,BP,Ts,Ta,iIceC,iBP,iTs,iTa_2m,iWindE_0Layer,iWindN_0Layer
4447819,2024,13,12,156.5506,156.5506,71.32577,-156.67955,-999,-999.00,-999.00,0.64,1007.18,-4.33,-4.56,-0.07,-8.81
4447819,2024,13,22,156.5572,156.5572,71.32589,-156.68004,-999,-999.00,-999.00,0.64,1007.18,-4.33,-4.57,-0.07,-8.81
4447819,2024,13,33,156.5651,156.5651,71.32580,-156.67963,-999,-999.00,-999.00,0.64,1007.18,-4.33,-4.56,-0.07,-8.81
4447819,2024,14,12,156.5923,156.5923,71.32583,-156.67963,-999,-999.00,-999.00,0.64,1006.89,-4.12,-4.48,-0.44,-8.99
4447819,2024,15,13,156.6341,156.6341,71.32581,-156.67950,-999,-999.00,-999.00,0.63,1006.54,-3.76,-4.27,-0.46,-8.86
4447819,2024,16,12,156.6750,156.6750,71.32584,-156.67961,-999,-999.00,-999.00,0.63,1006.33,-3.28,-3.97,-0.39,-8.71
4447819,2024,6,11,157.2578,157.2578,71.32829,-156.68279,-999,-999.00,-999.00,0.61,1004.23,0.04,-0.26,-0.66,-6.62
4447819,2024,7,10,157.2991,157.2991,71.34603,-156.65189,-999,-999.00,-999.00,0.63,1004.08,-0.22,-0.36,-0.64,-6.03
4447819,2024,8,10,157.3407,157.3407,71.35484,-156.67450,-999,-999.00,-999.00,0.63,1004.10,-0.45,-0.47,-0.68,-5.44
4447819,2024,10,10,157.4237,157.4237,71.35320,-156.67307,-999,-999.00,-999.00,0.63,1004.46,-0.70,-0.63,-1.44,-3.54
4447819,2024,10,10,157.4238,157.4238,71.35320,-156.67307,-999,-999.00,-999.00,0.63,1004.46,-0.70,-0.63,-1.44,-3.54
4447819,2024,11,9,157.4652,157.4652,71.35320,-156.67302,-999,-999.00,-999.00,0.63,1004.67,-0.75,-0.66,-1.73,-2.36
4447819,2024,12,9,157.5065,157.5065,71.35320,-156.67307,-999,-999.00,-999.00,0.62,1004.85,-0.79,-0.67,-1.86,-1.34
4447819,2024,13,9,157.5480,157.5480,71.35320,-156.67307,-999,-999.00,-999.00,0.62,1005.10,-0.73,-0.66,-1.96,-0.57
4447819,2024,14,9,157.5897,157.5897,71.35320,-156.67308,-999,-999.00,-999.00,0.62,1005.40,-0.55,-0.60,-2.13,0.04
4447819,2024,17,8,157.7143,157.7143,71.35320,-156.67308,-999,-999.00,-999.00,0.61,1006.36,0.50,-0.09,-2.58,1.32
4447819,2024,17,8,157.7144,157.7144,71.35320,-156.67308,-999,-999.00,-999.00,0.61,1006.36,0.50,-0.09,-2.58,1.32
4447819,2024,19,8,157.7973,157.7973,71.35320,-156.67308,-999,-999.00,-999.00,0.60,1007.09,1.29,0.50,-2.75,1.51
4447819,2024,21,7,157.8803,157.8803,71.35321,-156.67311,-999,-999.00,-999.00,0.59,1007.71,1.86,0.97,-3.19,0.81
4447819,2024,21,7,157.8804,157.8804,71.35321,-156.67311,-999,-999.00,-999.00,0.59,1007.71,1.86,0.97,-3.19,0.81
4447819,2024,22,7,157.9219,157.9219,71.35321,-156.67307,-999,-999.00,-999.00,0.59,1008.05,1.99,0.99,-3.72,0.27
4447819,2024,23,7,157.9636,157.9636,71.35321,-156.67305,-999,-999.00,-999.00,0.59,1008.41,2.02,1.02,-4.26,-0.34
4447819,2024,0,7,158.0049,158.0049,71.35317,-156.67302,-999,-999.00,-999.00,0.58,1008.77,1.89,1.00,-4.79,-0.95
4447819,2024,1,6,158.0463,158.0463,71.35320,-156.67300,-999,-999.00,-999.00,0.58,1009.15,1.67,0.90,-5.24,-1.51
4447819,2024,2,6,158.0879,158.0879,71.35323,-156.67305,-999,-999.00,-999.00,0.57,1009.54,1.39,0.73,-5.50,-1.98
4447819,2024,3,6,158.1293,158.1293,71.35321,-156.67305,-999,-999.00,-999.00,0.57,1009.88,1.08,0.54,-5.65,-2.38
4447819,2024,4,6,158.1709,158.1709,71.35323,-156.67305,-999,-999.00,-999.00,0.57,1010.21,0.81,0.46,-5.74,-2.66
4447819,2024,5,5,158.2124,158.2124,71.35320,-156.67305,-999,-999.00,-999.00,0.56,1010.50,0.63,0.42,-5.93,-2.78
4447819,2024,6,5,158.2540,158.2540,71.35321,-156.67305,-999,-999.00,-999.00,0.56,1010.75,0.47,0.39,-6.29,-2.78
4447819,2024,8,5,158.3369,158.3369,71.35323,-156.67311,-999,-999.00,-999.00,0.55,1011.44,0.17,0.29,-6.93,-2.83
4447819,2024,9,4,158.3783,158.3783,71.35319,-156.67308,-999,-999.00,-999.00,0.55,1011.81,0.07,0.25,-7.22,-2.92
4447819,2024,10,4,158.4200,158.4200,71.35319,-156.67308,-999,-999.00,-999.00,0.55,1012.08,0.02,0.20,-7.42,-3.15
4447819,2024,13,4,158.5445,158.5445,71.35317,-156.67308,-999,-999.00,-999.00,0.54,1012.93,0.00,0.07,-8.30,-3.60
4447819,2024,13,4,158.5446,158.5446,71.35317,-156.67308,-999,-999.00,-999.00,0.54,1012.93,0.00,0.07,-8.30,-3.60
4447819,2024,15,3,158.6275,158.6275,71.35321,-156.67302,-999,-999.00,-999.00,0.55,1013.64,0.19,0.17,-8.66,-3.70
4447819,2024,15,3,158.6276,158.6276,71.35325,-156.67302,-999,-999.00,-999.00,0.55,1013.64,0.19,0.17,-8.66,-3.70
4447819,2024,17,3,158.7105,158.7105,71.35320,-156.67307,-999,-999.00,-999.00,0.56,1014.43,0.46,0.37,-7.76,-4.51
4447819,2024,20,2,158.8348,158.8348,71.35326,-156.67296,-999,-999.00,-999.00,0.57,1015.20,0.90,0.74,-7.27,-5.29
4447819,2024,20,2,158.8348,158.8348,71.35323,-156.67305,-999,-999.00,-999.00,0.57,1015.20,0.90,0.74,-7.27,-5.29
