BuoyID,Year,Hour,Min,DOY,POS_DOY,Lat,Lon,BP,Ts,Ta,iIceC,iBP,iTs,iTa_2m,iWindE_0Layer,iWindN_0Layer
300434065882740,2024,6,35,220.2748,220.2748,74.83408,-170.69525,923,-1.00,-999.00,0.54,1008.93,-1.01,-0.78,-3.51,-8.49
300434065882740,2024,12,35,220.5248,220.5248,74.82767,-170.72284,915,-1.00,-999.00,0.53,1008.45,-2.25,-1.84,-2.52,-9.20
300434065882740,2024,18,35,220.7745,220.7745,74.82501,-170.88496,914,-1.00,-999.00,0.53,1009.35,-1.31,-1.46,-2.73,-7.61
300434065882740,2024,6,35,221.2744,221.2744,74.83168,-171.07735,913,-0.94,-999.00,0.51,1011.39,-0.83,-0.97,-5.32,-5.41
300434065882740,2024,12,35,221.5245,221.5245,74.84684,-171.11105,912,-0.94,-999.00,0.50,1011.40,-1.86,-1.60,-4.66,-5.58
300434065882740,2024,18,35,221.7744,221.7744,74.85005,-171.29428,912,-1.00,-999.00,0.50,1010.89,-1.21,-1.34,-5.81,-6.34
300434065882740,2024,0,34,222.0240,222.0240,74.87619,-171.35104,913,-0.94,-999.00,0.50,1008.85,-0.85,-0.86,-6.60,-8.11
300434065882740,2024,6,35,222.2745,222.2745,74.87284,-171.53735,913,-1.00,-999.00,0.50,1006.91,-1.14,-0.97,-7.72,-8.61
300434065882740,2024,12,35,222.5243,222.5243,74.88996,-171.65300,1005,-1.00,-999.00,0.50,1005.37,-1.52,-1.30,-7.56,-5.47
300434065882740,2024,18,35,222.7746,222.7746,74.88706,-171.81087,1004,-1.00,-999.00,0.49,1004.56,-1.27,-1.19,-6.70,-2.98
300434065882740,2024,0,34,223.0241,223.0241,74.90884,-171.85898,1002,-0.94,-999.00,0.48,1003.72,-0.88,-0.76,-6.55,0.37
300434065882740,2024,6,35,223.2744,223.2744,74.92700,-171.91158,1000,-1.00,-999.00,0.48,1002.36,-0.89,-0.77,-6.37,2.30
300434065882740,2024,12,35,223.5245,223.5245,74.96240,-171.88387,999,-1.00,-999.00,0.47,1000.79,-1.44,-1.15,-6.20,4.83
300434065882740,2024,18,34,223.7741,223.7741,74.98630,-171.89066,996,-1.00,-999.00,0.47,998.67,-1.11,-0.99,-4.63,5.61
300434065882740,2024,0,35,224.0245,224.0245,75.02068,-171.81105,996,-0.94,-999.00,0.47,997.43,-0.90,-0.74,0.45,6.93
300434065882740,2024,6,35,224.2743,224.2743,75.03418,-171.76050,995,-1.00,-999.00,0.46,997.08,-0.90,-0.66,-2.29,3.71
300434065882740,2024,12,35,224.5248,224.5248,75.05615,-171.75827,993,-1.00,-999.00,0.46,995.33,-1.04,-0.49,-3.42,2.70
300434065882740,2024,18,35,224.7746,224.7746,75.07807,-171.77049,991,-1.00,-999.00,0.46,993.15,-0.90,-0.26,-4.24,6.52
300434065882740,2024,0,34,225.0241,225.0241,75.10072,-171.76517,989,-1.00,-999.00,0.46,990.55,-0.91,-0.02,-6.07,8.32
300434065882740,2024,6,35,225.2743,225.2743,75.12264,-171.70921,990,-1.00,-999.00,0.45,992.26,-0.92,-0.61,3.91,6.94
300434065882740,2024,12,35,225.5248,225.5248,75.13039,-171.58757,993,-1.06,-999.00,0.44,995.65,-1.60,-1.25,2.30,5.63
300434065882740,2024,18,34,225.7743,225.7743,75.14279,-171.51030,996,-0.94,-999.00,0.44,998.28,-1.26,-1.70,0.09,4.49
300434065882740,2024,0,35,226.0245,226.0245,75.15914,-171.41522,997,-0.88,-999.00,0.43,999.71,-0.90,-1.79,-6.49,1.93
300434065882740,2024,6,35,226.2745,226.2745,75.19043,-171.47621,994,-1.06,-999.00,0.44,995.55,-1.08,-1.26,-12.75,2.22
300434065882740,2024,12,34,226.5243,226.5243,75.23450,-171.53522,993,-1.00,-999.00,0.45,994.26,-1.56,-0.93,-5.73,5.92
300434065882740,2024,18,34,226.7742,226.7742,75.25776,-171.53131,993,-1.00,-999.00,0.44,994.43,-1.16,-0.98,-3.88,6.12
