BuoyID,Year,Hour,Min,DOY,POS_DOY,Lat,Lon,BP,Ts,Ta,iIceC,iBP,iTs,iTa_2m,iWindE_0Layer,iWindN_0Layer
300534064468160,2024,21,9,22.8813,22.8813,61.26360,210.19480,991,-999.00,-999.00,0.00,995.05,-17.34,-17.83,-2.68,-4.23
300534064468160,2024,22,0,22.9167,22.9167,61.26320,210.19500,991,-999.00,-999.00,0.00,995.05,-16.01,-17.21,-2.22,-4.22
300534064468160,2024,23,0,22.9583,22.9583,61.26320,210.19500,990,-999.00,-999.00,0.00,995.00,-15.51,-16.98,-2.17,-4.10
300534064468160,2024,1,0,23.0417,23.0417,61.26320,210.19500,990,-999.00,-999.00,0.00,995.06,-17.64,-17.92,-2.64,-4.16
300534064468160,2024,2,0,23.0833,23.0833,61.26320,210.19500,990,-999.00,-999.00,0.00,995.32,-19.43,-18.85,-2.87,-4.15
300534064468160,2024,4,0,23.1667,23.1667,61.26420,210.19400,991,-999.00,-999.00,0.00,995.62,-20.81,-19.67,-3.06,-4.16
300534064468160,2024,5,0,23.2083,23.2083,61.26420,210.19400,991,-999.00,-999.00,0.00,995.72,-21.10,-19.83,-3.15,-4.19
300534064468160,2024,7,0,23.2917,23.2917,61.26300,210.19500,991,-999.00,-999.00,0.00,995.90,-21.40,-19.55,-3.35,-4.06
300534064468160,2024,9,0,23.3750,23.3750,61.26440,210.19500,992,-999.00,-999.00,0.00,996.24,-21.60,-19.15,-3.71,-4.01
300534064468160,2024,10,0,23.4167,23.4167,61.26440,210.19500,992,-999.00,-999.00,0.00,996.22,-21.60,-19.08,-3.80,-3.89
300534064468160,2024,11,0,23.4583,23.4583,61.26440,210.19500,992,-999.00,-999.00,0.00,996.06,-21.66,-18.96,-3.73,-3.76
300534064468160,2024,12,0,23.5000,23.5000,61.26440,210.19500,992,-999.00,-999.00,0.00,995.88,-21.71,-18.94,-3.65,-3.63
300534064468160,2024,14,0,23.5833,23.5833,61.26440,210.19500,992,-999.00,-999.00,0.00,995.66,-21.59,-18.61,-3.36,-3.29
